id,food_name,portion_label,portion_grams,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,sodium_mg_per_100g,is_vegan,is_vegetarian,is_gluten_free,allergens,image_r,image_g,image_b,brightness
1147,Salmon Fillet,1 fillet,165,199.68,19.52,0.00,12.58,0.00,58.29,0,0,1,fish,225,140,123,163
1148,Avocado Toast,1 slice,144,211.20,5.86,22.36,11.62,6.86,335.92,1,1,0,gluten,148,177,104,143
1149,Greek Yogurt Bowl,1 bowl,175,117.12,10.74,6.80,4.84,1.47,61.26,0,1,1,dairy,229,224,205,219
1150,Tofu Stir Fry,1 bowl,216,139.20,11.71,9.72,7.74,2.94,385.32,1,1,1,soy,160,146,118,141
1151,Lentil Soup,1 bowl,247,111.36,8.78,19.44,0.48,7.84,355.68,1,1,1,none,174,118,73,122
1152,Beef Steak,1 steak,185,260.16,24.40,0.00,18.39,0.00,57.30,0,0,1,none,142,76,67,95
1153,Banana Smoothie,1 glass,309,92.16,3.42,17.50,1.16,2.55,44.46,0,1,1,dairy,230,215,143,196
1154,Quinoa Bowl,1 bowl,206,115.20,4.29,20.41,1.84,2.74,13.83,1,1,1,none,202,189,144,178
1155,Pasta Alfredo,1 plate,288,220.80,7.81,25.27,10.65,1.47,454.48,0,1,0,gluten|dairy,230,211,174,205
1156,Veggie Burger,1 burger,227,182.40,11.71,23.33,4.84,5.88,513.76,1,1,0,gluten|soy,166,121,88,125
1157,Sushi Roll,8 pieces,258,144.00,5.86,27.22,1.94,0.98,405.08,0,0,0,fish|soy,225,221,210,219
1158,Fruit Bowl,1 bowl,227,62.40,0.98,15.55,0.29,2.94,1.98,1,1,1,none,208,146,106,153
1159,Idli Sambar,3 idlis,268,127.68,4.68,25.27,1.16,3.43,276.64,1,1,1,none,216,200,169,195
1160,Peanut Butter Sandwich,1 sandwich,155,280.32,11.71,29.16,13.55,3.92,385.32,1,1,0,peanut|gluten,180,142,98,140
1161,Grilled Chicken Breast,1 serving,146,161.70,30.63,0.00,3.54,0.00,73.56,0,0,1,none,167,140,100,136
1162,Brown Rice,1 bowl,175,108.78,2.57,22.68,0.89,1.78,4.97,1,1,1,none,196,183,130,170
1163,Mixed Salad,1 bowl,116,27.44,1.88,5.42,0.30,2.18,39.76,1,1,1,none,93,157,82,111
1164,Paneer Curry,1 bowl,194,259.70,10.87,8.87,19.68,1.98,417.48,0,1,1,dairy,183,127,81,130
1165,Chapati,2 pieces,78,291.06,9.48,54.23,3.64,7.23,308.14,1,1,0,gluten,199,165,110,158
1166,Omelette,2 eggs,107,150.92,12.45,1.08,10.43,0.00,154.07,0,1,1,egg,218,196,104,173
1167,Salmon Fillet,1 fillet,155,203.84,19.76,0.00,12.79,0.00,58.65,0,0,1,fish,223,147,119,163
1168,Avocado Toast,1 slice,136,215.60,5.93,22.68,11.81,6.93,337.96,1,1,0,gluten,146,184,100,143
1169,Greek Yogurt Bowl,1 bowl,165,119.56,10.87,6.90,4.92,1.48,61.63,0,1,1,dairy,227,231,201,220
1170,Tofu Stir Fry,1 bowl,204,142.10,11.86,9.86,7.87,2.97,387.66,1,1,1,soy,158,153,114,142
1171,Lentil Soup,1 bowl,233,113.68,8.89,19.72,0.49,7.92,357.84,1,1,1,none,172,125,69,122
1172,Beef Steak,1 steak,175,265.58,24.70,0.00,18.70,0.00,57.65,0,0,1,none,140,83,63,95
1173,Banana Smoothie,1 glass,291,94.08,3.46,17.75,1.18,2.57,44.73,0,1,1,dairy,228,222,139,196
1174,Quinoa Bowl,1 bowl,194,117.60,4.35,20.71,1.87,2.77,13.92,1,1,1,none,200,196,140,179
1175,Pasta Alfredo,1 plate,272,225.40,7.90,25.64,10.82,1.48,457.24,0,1,0,gluten|dairy,228,218,170,205
1176,Veggie Burger,1 burger,213,186.20,11.86,23.66,4.92,5.94,516.88,1,1,0,gluten|soy,164,128,84,125
1177,Sushi Roll,8 pieces,243,147.00,5.93,27.61,1.97,0.99,407.54,0,0,0,fish|soy,223,228,206,219
1178,Fruit Bowl,1 bowl,213,63.70,0.99,15.78,0.30,2.97,1.99,1,1,1,none,206,153,102,154
1179,Idli Sambar,3 idlis,252,130.34,4.74,25.64,1.18,3.46,278.32,1,1,1,none,214,207,165,195
1180,Peanut Butter Sandwich,1 sandwich,146,286.16,11.86,29.58,13.78,3.96,387.66,1,1,0,peanut|gluten,178,149,94,140
1181,Grilled Chicken Breast,1 serving,148,165.00,31.00,0.00,3.60,0.00,74.00,0,0,1,none,178,136,105,140
1182,Brown Rice,1 bowl,177,111.00,2.60,23.00,0.90,1.80,5.00,1,1,1,none,207,179,135,174
1183,Mixed Salad,1 bowl,118,28.00,1.90,5.50,0.30,2.20,40.00,1,1,1,none,104,153,87,115
1184,Paneer Curry,1 bowl,197,265.00,11.00,9.00,20.00,2.00,420.00,0,1,1,dairy,194,123,86,134
1185,Chapati,2 pieces,79,297.00,9.60,55.00,3.70,7.30,310.00,1,1,0,gluten,210,161,115,162
1186,Omelette,2 eggs,108,154.00,12.60,1.10,10.60,0.00,155.00,0,1,1,egg,229,192,109,177
1187,Salmon Fillet,1 fillet,158,208.00,20.00,0.00,13.00,0.00,59.00,0,0,1,fish,234,143,124,167
1188,Avocado Toast,1 slice,138,220.00,6.00,23.00,12.00,7.00,340.00,1,1,0,gluten,157,180,105,147
1189,Greek Yogurt Bowl,1 bowl,167,122.00,11.00,7.00,5.00,1.50,62.00,0,1,1,dairy,238,227,206,224
1190,Tofu Stir Fry,1 bowl,207,145.00,12.00,10.00,8.00,3.00,390.00,1,1,1,soy,169,149,119,146
1191,Lentil Soup,1 bowl,236,116.00,9.00,20.00,0.50,8.00,360.00,1,1,1,none,183,121,74,126
1192,Beef Steak,1 steak,177,271.00,25.00,0.00,19.00,0.00,58.00,0,0,1,none,151,79,68,99
1193,Banana Smoothie,1 glass,296,96.00,3.50,18.00,1.20,2.60,45.00,0,1,1,dairy,239,218,144,200
1194,Quinoa Bowl,1 bowl,197,120.00,4.40,21.00,1.90,2.80,14.00,1,1,1,none,211,192,145,183
1195,Pasta Alfredo,1 plate,276,230.00,8.00,26.00,11.00,1.50,460.00,0,1,0,gluten|dairy,239,214,175,209
1196,Veggie Burger,1 burger,217,190.00,12.00,24.00,5.00,6.00,520.00,1,1,0,gluten|soy,175,124,89,129
1197,Sushi Roll,8 pieces,246,150.00,6.00,28.00,2.00,1.00,410.00,0,0,0,fish|soy,234,224,211,223
1198,Fruit Bowl,1 bowl,217,65.00,1.00,16.00,0.30,3.00,2.00,1,1,1,none,217,149,107,158
1199,Idli Sambar,3 idlis,256,133.00,4.80,26.00,1.20,3.50,280.00,1,1,1,none,225,203,170,199
1200,Peanut Butter Sandwich,1 sandwich,148,292.00,12.00,30.00,14.00,4.00,390.00,1,1,0,peanut|gluten,189,145,99,144
